burst_id,mjd_topo,snr
B05959,60381.15914176,166.8
B05962,60381.15921835,44.6
B05964,60381.15930982,81.4
B05972,60381.15992823,147.4
B05975,60381.15994349,479.4
B05984,60381.16063509,59.4
B05985,60381.16068002,31.8
B05986,60381.16076793,61.2
B05992,60381.16087512,32.5
B05996,60381.16113405,22.6
B05997,60381.16118663,35
B05998,60381.16119019,37.4
B06000,60381.16137875,166.1
B06001,60381.16140291,404.1
B06008,60381.16180958,117.4
B06014,60381.16200537,60.1
B06016,60381.16201112,89.6
B06019,60381.16223589,21.1
B06023,60381.16277803,55.5
B06024,60381.1628091,150.7
B06027,60381.16305686,83.9
B06028,60381.16314622,185.9
B06029,60381.16345346,57.2
B06032,60381.16363754,37.5
B06034,60381.16392994,39.7
B06036,60381.16395757,245.8
B06040,60381.16424963,56
B06042,60381.16426902,133.1
B06043,60381.16427636,28.7
B06044,60381.16428667,35.4
B06045,60381.16437086,70.3
B06053,60381.16469924,58.2
B06054,60381.16481772,55.4
B06055,60381.16487114,19.8
B06056,60381.16509921,45.6
B06057,60381.16510257,39.3
B06059,60381.16517215,46
B06062,60381.16537157,118.2
B06064,60381.16537327,27.2
B06067,60381.16544691,26.5
B06069,60381.1654596,76.6
B06070,60381.1655271,116.9
B06073,60381.16561706,111.4
B06078,60381.16572933,20.7
B06080,60381.16584879,29.9
B06084,60381.16613605,80
B06085,60381.16619783,222.4
B06087,60381.16638485,48.3
B06088,60381.16643709,343.7
B06090,60381.16665282,23.2
B06091,60381.16674569,26.4
B06094,60381.16714127,54.6
B06096,60381.16720334,33.6
B06097,60381.16720345,230.7
B06099,60381.16720383,299.4
B06100,60381.16720962,22.4
B06101,60381.16720986,130.2
B06105,60381.16747328,248.7
B06110,60381.16769154,62.1
B06111,60381.16787047,397.5
B06114,60381.16816751,192.7
B06117,60381.16830221,32.7
B06118,60381.16842347,97.7
B06119,60381.16846592,30.1
B06120,60381.16854481,33.4
B06121,60381.1685564,307.6
B06122,60381.16855694,128.4
B06127,60381.16883272,174.5
B06128,60381.16888685,67.4
B06129,60381.16899144,61.1
B06134,60381.16913363,54.1
B06136,60381.16938652,72.1
B06137,60381.16943658,25
B06139,60381.16952304,34
B06140,60381.16972406,50.2
B06141,60381.16990165,21.1
B06142,60381.16994833,78.6
B06145,60381.17015163,46.3
B06146,60381.17026353,153.7
B06147,60381.17026361,54.1
B06149,60381.17062737,27.8
B06150,60381.17062752,24.8
B06155,60381.17096198,181.6
B06158,60381.17121369,35.7
B06160,60381.17125093,60
B06162,60381.17136194,57.5
B06163,60381.17136209,188.3
B06168,60381.17158569,31.8
B06169,60381.17169012,108.3
B06170,60381.17169052,58.1
B06172,60381.17174292,203.9
B06174,60381.17187586,172.2
B06176,60381.17199029,31.4
B06177,60381.17202137,95.5
B06178,60381.17206882,48.1
B06179,60381.17209614,21
B06181,60381.17216149,29.6
B06182,60381.17221181,26.5
B06183,60381.17223985,58.7
B06185,60381.17227802,148
B06188,60381.172348,51.7
B06189,60381.17237164,46.8
B06190,60381.1724138,82.9
B06196,60381.17263556,110.5
B06199,60381.17276364,242.7
B06200,60381.1727741,59.9
B06203,60381.17295807,32
B06204,60381.17299995,33
B06205,60381.17302125,81.4
B06206,60381.17307991,70.5
B06207,60381.17319554,137.7
B06208,60381.17328664,93.4
B06210,60381.17363817,41.6
B06211,60381.17381379,42.2
B06216,60381.17409575,202.6
B06218,60381.17421892,122.5
B06219,60381.17423568,47.1
B06221,60381.17427181,78.1
B06222,60381.17427307,2651.8
B06225,60381.1746695,20.6
B06227,60381.1747657,75
B06229,60381.1749035,48.6
B06230,60381.17501348,116.5
B06231,60381.17519462,462.1
B06232,60381.17519476,301.8
B06234,60381.17557412,63.5
B06238,60381.17607745,27.6
B06243,60381.17620721,43.3
B06244,60381.17620732,93.6
B06246,60381.17622385,268.8
B06247,60381.17630265,87.1
B06249,60381.17650216,294.8
B06250,60381.17657113,74.6
B06251,60381.17668782,131.5
B06252,60381.17676466,27.9
B06256,60381.17691877,76.3
B06257,60381.17693863,98.1
B06259,60381.1771082,42.3
B06260,60381.17728882,24.8
B06262,60381.17742765,71.2
B06263,60381.17787473,39.2
B06264,60381.1779199,92.7
B06265,60381.17804058,109.8
B06268,60381.17804172,341.4
B06271,60381.17818884,27.6
B06273,60381.17828121,29
B06274,60381.17830569,49.8
B06276,60381.17846955,52.8
B06278,60381.17851418,22.9
B06280,60381.17867359,59.4
B06281,60381.17871418,181.3
B06282,60381.17871556,129.3
B06283,60381.1787741,74.4
B06285,60381.17897558,36.3
B06286,60381.17897568,24.3
B06289,60381.178996,73.6
B06290,60381.17899613,44.7
B06291,60381.17900883,41.8
B06295,60381.17916823,68
B06297,60381.17930886,21.4
B06299,60381.17936679,24
B06301,60381.1795104,30.3
B06302,60381.17953209,29.4
B06303,60381.17973836,22.1
B06304,60381.17981601,229
B06307,60381.18007707,89.1
B06309,60381.1802174,24.9
B06312,60381.18039302,232
B06314,60381.1804959,23.8
B06315,60381.18064799,26.7
B06318,60381.18069601,29.7
B06319,60381.18071632,93.8
B06321,60381.18089229,33.9
B06323,60381.18123103,20
B06327,60381.18148206,206.1
B06330,60381.18162688,31.8
B06331,60381.18163973,89.8
B06332,60381.18164042,57.7
B06335,60381.18203058,79.2
B06336,60381.18215422,168.6
B06338,60381.18221502,62.9
B06340,60381.18226437,27.6
B06341,60381.18226445,66.1
B06342,60381.18234052,26.7
B06343,60381.18238263,22
B06344,60381.18238786,110.5
B06345,60381.18259131,172.6
B06346,60381.18260379,28.8
B06350,60381.18319513,116.6
B06353,60381.18325627,80.4
B06355,60381.18337317,32.1
B06356,60381.18338979,112.3
B06358,60381.18350593,20.1
B06360,60381.18370397,76.7
B06362,60381.18377731,24.3
B06364,60381.18378658,29.1
B06365,60381.18380739,24.4
B06367,60381.18385722,63.1
B06368,60381.18385733,20.7
B06369,60381.18385764,22.8
B06370,60381.18387704,25.9
B06372,60381.18418021,40.8
B06374,60381.18418056,37.2
B06375,60381.18435984,245.7
B06376,60381.18435994,40.1
B06382,60381.184664,10.1
B06383,60381.18466406,67.8
B06384,60381.18467936,288.4
B06385,60381.18470059,26.7
B06389,60381.18486701,750.3
B06390,60381.18486715,72
B06391,60381.18495532,454.4
B06393,60381.18509671,27.6
B06394,60381.18510631,30.7
B06395,60381.18513803,27.8
B06402,60381.1855487,48
B06403,60381.18555415,181.6
B06404,60381.18555436,34.7
B06405,60381.18562744,31.5
B06406,60381.18577267,37.9
B06407,60381.18604594,32.2
B06408,60381.18616476,26.4
B06409,60381.18623545,95.1
B06410,60381.18623567,82.2
B06411,60381.18645837,267.5
B06412,60381.18648622,67.5
B06414,60381.18659192,41.1
B06415,60381.1866523,113.3
B06419,60381.186725,92.5
B06420,60381.18672509,36.6
B06422,60381.18692342,51.9
B06423,60381.18692409,222.2
B06424,60381.18692423,270.9
B06425,60381.18692441,287.4
B06426,60381.18692475,195.5
B06431,60381.18706262,140.8
B06434,60381.18718589,39.9
B06437,60381.18730271,32.4
B06441,60381.18770058,420.6
B06444,60381.18790479,29.4
B06447,60381.18791982,32.1
B06452,60381.18813924,45.5
B06453,60381.18835468,317.5
B06456,60381.18838213,229.6
B06458,60381.18877558,42
B06460,60381.18885313,113.1
B06461,60381.18903782,34.3
B06464,60381.18951048,36.2
B06465,60381.18951117,76.9
B06466,60381.1895716,274.7
B06468,60381.1895751,36.1
B06469,60381.18965715,24
B06472,60381.18972614,168.1
B06474,60381.18981399,51.8
B06477,60381.19004705,60.9
B06478,60381.19011664,473.7
B06479,60381.19030369,93.6
B06481,60381.19058858,92
B06483,60381.1906511,163.3
B06486,60381.1909007,25.5
B06488,60381.19116508,26.3
B06490,60381.19126567,75.7
B06491,60381.19128508,60.5
B06492,60381.19130181,139.7
B06493,60381.1913195,124.4
B06494,60381.19131963,69.8
B06496,60381.19138515,24.9
B06497,60381.19152453,133.3
B06498,60381.19152461,389.4
B06500,60381.19191688,36.2
B06501,60381.19200175,183.1
B06502,60381.19206156,183.6
B06503,60381.1921349,58.4
B06505,60381.19234291,49.2
B06509,60381.19246446,87.6
B06511,60381.19248169,34.9
B06514,60381.19290589,221.8
B06515,60381.19290605,42.8
B06522,60381.19410993,38.2
B06523,60381.1941526,125.9
B06525,60381.19425125,53.9
B06526,60381.19443931,36.9
B06529,60381.19454395,177.3
B06530,60381.19459146,21.2
B06532,60381.19483982,56.2
B06533,60381.1949021,26
B06535,60381.19496991,857.3
B06537,60381.19513689,42
B06539,60381.19528583,21.9
B06540,60381.19536708,27.2
B06547,60381.19587301,175.2
B06550,60381.19596288,46.2
B06553,60381.19597085,156
B06554,60381.19603759,32.2
B06556,60381.1960556,35.9
B06558,60381.19611829,29.8
B06559,60381.19617598,136.2
B06566,60381.1964918,29.7
B06567,60381.19651206,21.2
B06570,60381.196555,138.6
B06571,60381.19655908,26.9
B06573,60381.1965601,198.8
B06580,60381.19694094,125.6
B06581,60381.19719972,108.2
B06583,60381.19729585,147.3
B06584,60381.19729616,39.1
B06585,60381.19729645,22.4
B06586,60381.19732706,131.6
B06588,60381.19733692,77.4
B06589,60381.19733879,173.8
B06593,60381.19751678,21.2
B06595,60381.19786827,102
B06596,60381.19787522,25.6
B06597,60381.19788516,27
B06599,60381.19797206,27.8
B06603,60381.19802984,42.4
B06604,60381.19803507,321.4
B06605,60381.19803709,37.1
B06607,60381.19806158,56.6
B06609,60381.19815989,44.6
B06610,60381.1981603,62.3
B06612,60381.1983139,27.3
B06616,60381.19887674,38.1
B06617,60381.19888068,50.9
B06618,60381.19890809,63.4
B06621,60381.19933427,22.6
B06623,60381.19957349,27
B06625,60381.19959001,165.9
B06627,60381.19974296,56.2
B06628,60381.19984585,26.9
B06630,60381.19993869,77.6
B06631,60381.20000961,149.2
B06632,60381.20011962,29.3
B06633,60381.20019082,24.7
B06634,60381.20032496,111.4
B06638,60381.20111818,112.6
B06639,60381.20118806,113.4
B06641,60381.20120084,21.2
B06644,60381.20126192,49.4
B06646,60381.20126652,56.2
B06647,60381.2012819,89
B06648,60381.20128247,42.9
B06654,60381.2015491,31.2
B06657,60381.20171454,83.3
B06658,60381.20171817,70.6
B06659,60381.20181494,34.5
B06660,60381.20184314,64.1
B06662,60381.2018511,72.8
B06663,60381.20185169,57.9
B06666,60381.20218625,86.1
B06669,60381.20243003,173.8
B06670,60381.20257109,110.8
B06673,60381.20270171,62.3
B06674,60381.20285804,208.1
B06676,60381.20287442,40.4
B06684,60381.20331081,65.1
B06693,60381.20368587,48.4
B06695,60381.20405425,135
B06696,60381.2040639,23.7
B06698,60381.20418422,1854.1
B06699,60381.20429313,33.5
B06700,60381.20429419,95.3
B06703,60381.20458932,22
B06707,60381.20478096,143.2
B06709,60381.20487259,81
B06714,60381.20497751,87.7
B06715,60381.20497814,96.7
B06718,60381.20529498,65.5
B06719,60381.20538009,150.5
B06720,60381.20539564,23.4
B06722,60381.2057826,24
B06723,60381.2057838,30.4
B06724,60381.20607678,105.9
B06725,60381.20612534,26.6
B06727,60381.20637922,52.9
B06729,60381.20645915,47.6
B06731,60381.20665248,48.9
B06732,60381.20674424,1492.2
B06733,60381.20674444,75.2
B06735,60381.20675425,39.5
B06737,60381.20679625,44.4
B06738,60381.20684644,107.9
B06742,60381.20704779,94.8
B06744,60381.20713198,25.5
B06748,60381.20726638,140.4
B06749,60381.20727869,53.1
B06755,60381.20758559,53.8
B06756,60381.20777929,66.1
B06758,60381.20793201,47
B06759,60381.20805473,64.6
B06761,60381.20805676,94.1
B06767,60381.2085191,33
B06768,60381.20882593,22.9
B06770,60381.20884357,72.1
B06774,60381.2089207,35
B06775,60381.20900167,139
B06776,60381.2092777,39.6
B06777,60381.20933607,55.1
B06779,60381.20942231,82.9
B06781,60381.20961372,23.4
B06783,60381.21003197,50.4
B06786,60381.21016095,20.7
B06790,60381.21018681,120.8
B06791,60381.21026892,29.1
B06793,60381.21043489,162
B06799,60381.2107709,139
B06800,60381.2108778,663.8
B06801,60381.21087815,34.3
B06803,60381.21088085,37.7
B06804,60381.21088181,106.6
B06807,60381.21105568,31.4
B06811,60381.21146204,143.5
B06814,60381.21161829,24.5
B06816,60381.21166424,59.9
B06823,60381.21235123,53.1
B06825,60381.21239007,109.9
B06827,60381.21242725,32.8
B06828,60381.21245834,35.8
B06830,60381.21246458,37.4
B06833,60381.21249586,38.8
B06834,60381.21249655,53.9
B06835,60381.21253357,32.6
B06839,60381.21268767,73.5
B06842,60381.21281891,148.6
B06843,60381.21281939,357.8
B06844,60381.2128795,461.8
B06847,60381.2129059,55
B06850,60381.21342957,21.7
B06852,60381.2135158,40.6
B06856,60381.21370256,65.7
B06857,60381.21385704,91.7
B06858,60381.21390099,67.8
B06860,60381.21415946,59.5
B06861,60381.21426514,113
B06862,60381.21429292,102.1
B06865,60381.21458112,127.4
B06868,60381.21489242,31.6
B06871,60381.21489952,60.2
B06872,60381.21491799,362.1
B06881,60381.21552802,32.7
B06883,60381.21570045,73.4
B06884,60381.21570128,63.4
B06886,60381.21575353,63
B06887,60381.21577153,25
B06888,60381.21577538,68.3
B06889,60381.21582955,41.8
B06892,60381.2160416,69.4
B06893,60381.21604342,34
B06902,60381.21683109,192.3
B06903,60381.21684698,95
B06907,60381.21709075,49
B06909,60381.21710864,104.1
B06911,60381.21725204,40.4
B06915,60381.21736262,114.1
B06917,60381.21761057,55.5
B06919,60381.21764451,27
B06921,60381.21787804,27.8
B06923,60381.21789219,29.3
B06924,60381.21795795,60
B06927,60381.21807176,20.1
B06930,60381.21852825,39.9
B06931,60381.21879035,48.7
B06932,60381.21893618,34.1
B06933,60381.21906232,115.7
B06934,60381.21907347,42.7
B06935,60381.21915733,495.3
B06936,60381.21936629,34
B06937,60381.21939491,110.8
B06940,60381.21947786,53.8
B06941,60381.21963868,49.2
B06942,60381.21989874,30.9
B06945,60381.21994213,120.4
B06946,60382.1743974,79.1
B06948,60382.17480126,133.6
B06949,60382.17482461,24.9
B06950,60382.17482512,48.2
B06955,60382.17525803,434.9
B06958,60382.17548397,28.2
B06960,60382.17564413,110.1
B06961,60382.17567065,37.5
B06962,60382.17578234,129.9
B06963,60382.17580044,38.3
B06966,60382.17608547,23.9
B06970,60382.17645295,42.9
B06971,60382.17645307,140.1
B06972,60382.17645339,219.5
B06973,60382.17645349,93.3
B06978,60382.17664743,33.6
B06980,60382.17665286,28.2
B06982,60382.17676683,36.9
B06985,60382.17683712,71.5
B06986,60382.17709926,34.5
B06987,60382.17709985,53
B06988,60382.17715258,101.1
B06989,60382.1771528,31.4
B06991,60382.17726047,31.2
B06993,60382.17735378,298.9
B06994,60382.1773539,20.2
B06995,60382.17743192,105.9
B06997,60382.17771468,20.5
B06998,60382.17771483,24.4
B07000,60382.17772096,66.4
B07001,60382.17781577,20.4
B07002,60382.17807118,162.1
B07003,60382.17807862,116.1
B07004,60382.17807925,260.8
B07005,60382.17811923,54.4
B07006,60382.17811966,150
B07007,60382.17812001,145.9
B07010,60382.17812163,22.2
B07016,60382.17868893,107
B07017,60382.17887944,307.7
B07018,60382.17893125,33.8
B07021,60382.17912012,276.6
B07025,60382.17962236,33.6
B07029,60382.17962356,197.1
B07031,60382.17963408,57.8
B07034,60382.17980123,59.7
B07036,60382.17990376,45.7
B07040,60382.18003513,163.8
B07041,60382.18007562,32.4
B07042,60382.18009182,124.7
B07043,60382.18018414,23.9
B07044,60382.18018435,31.8
B07045,60382.18027406,36.9
B07048,60382.18036048,23.7
B07049,60382.18040051,30.7
B07050,60382.18060198,32.4
B07051,60382.18066208,28.7
B07052,60382.18066971,27.8
B07053,60382.18086479,27.7
B07056,60382.18139284,51.5
B07059,60382.18179395,23.4
B07060,60382.18179582,468.4
B07061,60382.18179651,311
B07063,60382.18197188,45.4
B07064,60382.18197386,31.2
B07066,60382.18246985,21.8
B07071,60382.18299139,64.2
B07072,60382.18299154,72
B07073,60382.18299592,115.8
B07076,60382.18312378,73.7
B07077,60382.18312433,129.4
B07078,60382.1832586,80.7
B07079,60382.18327875,55.9
B07080,60382.18343202,64.2
B07086,60382.18362591,174.6
B07087,60382.18362608,9.8
B07090,60382.1836665,41
B07092,60382.18379779,47.2
B07099,60382.18399482,31.8
B07101,60382.18400402,55.9
B07104,60382.1840275,242.2
B07105,60382.18412909,222.2
B07106,60382.18412918,22
B07109,60382.18450172,430.5
B07113,60382.18483168,55
B07115,60382.18487316,60
B07119,60382.18519259,67.1
B07121,60382.18560202,79.6
B07122,60382.18571294,96.7
B07125,60382.18590678,39.8
B07126,60382.18595028,68.1
B07129,60382.18596471,47.4
B07130,60382.18619137,22.5
B07133,60382.18624661,149.4
B07140,60382.1865418,133.5
B07141,60382.18662829,23.9
B07142,60382.18663419,83.6
B07144,60382.18678509,109.2
B07152,60382.18688932,307.5
B07154,60382.18753922,96.4
B07156,60382.18759707,69.6
B07161,60382.18770824,178.2
B07163,60382.18785577,73.3
B07164,60382.18785753,20.5
B07165,60382.18785779,30.6
B07167,60382.1880563,36.7
B07169,60382.18811182,343.2
B07172,60382.18825638,32.1
B07173,60382.18843548,99.3
B07174,60382.18843555,104
B07179,60382.18858799,164.4
B07180,60382.18858929,38.2
B07181,60382.18858966,38.4
B07182,60382.1885905,96.4
B07185,60382.18867826,58.6
B07189,60382.18897372,62.1
B07192,60382.18922458,54
B07193,60382.18937858,24.6
B07194,60382.18949055,52.7
B07195,60382.18958487,70.1
B07196,60382.18963998,48.1
B07197,60382.18964018,60
B07198,60382.18964695,87.2
B07201,60382.18973183,214.7
B07202,60382.18973224,18.3
B07204,60382.18977709,41
B07208,60382.19023225,107.1
B07209,60382.19030238,33.8
B07210,60382.19035682,92.4
B07214,60382.19056998,99.9
B07217,60382.19090791,110.6
B07218,60382.1910328,52.4
B07219,60382.1910969,66
B07220,60382.19120454,69.2
B07223,60382.19141769,99.8
B07224,60382.1915252,907.3
B07228,60382.19180745,124.4
B07230,60382.19188711,50.7
B07231,60382.1918947,87.8
B07233,60382.19191263,28.6
B07236,60382.19197834,65.9
B07237,60382.19201768,128.7
B07239,60382.19201976,20.1
B07240,60382.1920609,211
B07242,60382.19209592,36.4
B07243,60382.1921802,194.5
B07244,60382.19227964,24.1
B07245,60382.19228169,33.2
B07246,60382.19232012,33.7
B07247,60382.19242604,60.1
B07250,60382.19250449,159.2
B07251,60382.19264156,107.1
B07252,60382.19264182,60.3
B07253,60382.19273039,255.8
B07254,60382.19283085,47
B07255,60382.19295976,39.8
B07256,60382.19296254,96.1
B07257,60382.19296664,20.2
B07259,60382.1930723,29.1
B07261,60382.19316451,129.3
B07263,60382.1934099,123
B07264,60382.19353907,127.8
B07265,60382.19359759,189.4
B07266,60382.19363182,68.7
B07267,60382.19370533,89.2
B07270,60382.19407368,108.9
B07271,60382.19425997,32.6
B07274,60382.19439922,158.5
B07275,60382.19451101,37.4
B07277,60382.19454124,88.1
B07278,60382.19454755,79.3
B07280,60382.19495335,61.6
B07282,60382.19500736,20.8
B07287,60382.19529044,69.1
B07292,60382.19579731,104.3
B07293,60382.19583211,55.5
B07295,60382.19586305,56.8
B07298,60382.19639883,81.6
B07299,60382.19643595,39.5
B07301,60382.19662941,42.6
B07303,60382.19696814,34.3
B07304,60382.19715051,537.7
B07305,60382.19720383,63.5
B07310,60382.19778429,21.5
B07311,60382.19794138,34
B07313,60382.19819301,61.9
B07314,60382.19836764,41.8
B07317,60382.19884074,82.2
B07321,60382.19896806,102.8
B07324,60382.19911371,43.5
B07336,60382.20036288,240.5
B07337,60382.20041654,50.8
B07341,60382.20102374,48.6
B07345,60382.20129436,38.7
B07346,60382.20130827,104.8
B07348,60382.20130876,29.6
B07349,60382.20141713,132.6
B07350,60382.20150211,45.3
B07352,60382.20183813,68.9
B07354,60382.202299,170.8
B07355,60382.20252478,62.5
B07362,60382.20288686,39.8
B07363,60382.20292909,50.4
B07369,60382.20395372,23.6
B07374,60382.20447626,40.7
B07375,60382.20520956,58.3
B07377,60382.2059606,43
B07379,60382.2061893,32.1
B07381,60382.20663629,111.4
B07382,60382.20664296,155.2
B07384,60382.20691399,381.2
B07386,60382.20694481,374.7
B07391,60382.20714576,172.4
B07392,60382.20714856,37.9
B07393,60382.20720124,46.3
B07403,60382.2087767,21.6
B07404,60382.20877789,20.1
B07405,60382.20886662,73.8
B07406,60382.20903821,57.5
B07408,60382.2090928,22
B07410,60382.20938079,101.7
B07412,60382.20972411,222.1
B07414,60382.21005956,45.6
B07416,60382.21025704,26.1
B07417,60382.21031455,72.3
B07419,60382.2104848,280.2
B07420,60382.21052229,25.2
B07421,60382.2108249,55.5
B07422,60382.21082515,93.2
B07423,60382.21082622,28.6
B07425,60382.210965,143.3
B07428,60382.21150272,59.4
B07429,60382.21150347,30.1
B07430,60382.21150398,57.6
B07434,60382.21191705,81.7
B07436,60382.21203548,60.2
B07438,60382.2121182,64
B07439,60382.21241667,51.1
B07441,60382.21251497,42.4
B07443,60382.21286395,83.4
B07469,60382.21458073,82.4
B07470,60382.21464636,56.2
B07471,60382.21468307,135.2
B07474,60382.21468436,63.8
B07477,60382.21510251,336.6
B07478,60382.21511509,26.2
B07479,60382.2151156,36.3
B07481,60384.1919286,47.4
B07482,60384.19192877,179.3
B07483,60384.19203989,40.3
B07485,60384.1924946,108.7
B07486,60384.19277983,23.9
B07487,60384.19278016,319.2
B07488,60384.19289162,129.5
B07489,60384.19321338,22.7
B07490,60384.19359065,20.8
B07493,60384.1937859,58.6
B07495,60384.19418932,69.4
B07498,60384.19477705,22.9
B07499,60384.1952499,55.9
B07501,60384.1960361,22.7
B07504,60384.19711802,43.9
B07505,60384.19711844,61.9
B07512,60384.19768933,64.9
B07515,60384.1980859,33.4
B07520,60384.19880043,24.8
B07524,60384.19910467,33.6
B07527,60384.19956294,60
B07529,60384.19972844,34.9
B07533,60384.20115959,36.4
B07536,60384.2022823,21.4
B07537,60384.20249692,82.7
B07547,60386.11976966,26.4
B07550,60386.12025685,29.4
B07552,60386.12028721,39.5
B07555,60386.12074686,39.7
B07560,60386.12165186,72.4
B07563,60386.12201819,43.9
B07564,60386.12201856,40.1
B07565,60386.12201977,52.5
B07567,60386.1221724,31.4
B07568,60386.12231945,164.9
B07569,60386.12249499,84.4
B07570,60386.12257713,23.7
B07572,60386.12266636,26.2
B07573,60386.12272236,24.6
B07574,60386.12274529,22.1
B07576,60386.12280815,135
B07579,60386.12343805,21.6
B07580,60386.12345975,87
B07581,60386.12370167,104
B07582,60386.12378013,24.5
B07583,60386.12428503,148.6
B07588,60386.12437433,53.9
B07590,60386.12450168,21.5
B07595,60386.12532958,20.6
B07596,60386.1253806,84.7
B07599,60386.12602618,66.2
B07600,60386.12609304,88.9
B07601,60386.12615604,21.1
B07604,60386.12643133,199.4
B07605,60386.12650202,104.1
B07606,60386.12655288,110.8
B07608,60386.12656356,44
B07609,60386.12656389,20.1
B07612,60386.12677007,166.6
B07615,60386.12692433,67.3
B07616,60386.12709837,45.9
B07617,60386.12717596,24.5
B07618,60386.12718746,34.4
B07620,60386.1273631,51.8
B07621,60386.12765495,6
B07624,60386.12816094,74.1
B07626,60386.12840199,37.2
B07631,60386.12888027,418.5
B07632,60386.12888052,68.4
B07633,60386.12888072,24.9
B07635,60386.12913909,21.8
B07640,60386.12974806,209.3
B07641,60386.12977438,80
B07642,60386.12992647,26.7
B07646,60386.13043351,68.9
B07647,60386.13060963,51.4
B07648,60386.13101834,31.1
B07649,60386.13104691,96.2
B07651,60386.13159224,75.7
B07654,60386.13252688,54.8
B07656,60386.13277276,91.7
B07658,60386.13312648,47.1
B07664,60386.13384857,43.4
B07667,60386.13419556,594.5
B07669,60386.13435161,94.2
B07670,60386.13448758,65
B07671,60386.13449935,239.6
B07672,60386.13493953,44.1
B07676,60386.13513415,221.2
B07677,60386.13513429,34.7
B07679,60386.13582486,649.4
B07680,60386.13600638,34.8
B07681,60386.13602336,44.3
B07692,60386.13752653,128.1
B07695,60386.13759438,22.3
B07697,60386.13759472,67.9
B07699,60386.13774817,21
B07700,60386.13809462,23.8
B07701,60386.13816382,82.3
B07703,60386.13827585,42.7
B07705,60386.13835217,58.4
B07706,60386.13848806,40.9
B07707,60386.13875972,38.4
B07708,60386.13887343,76.2
B07709,60386.13890719,27.6
B07710,60386.13920958,27.4
B07711,60386.13923499,35.9
B07715,60386.13932231,22
B07716,60386.13940088,42
B07718,60390.15910021,71.6
B07723,60390.15985918,41.1
B07724,60390.15988931,23.4
B07725,60390.15993056,131.4
B07726,60390.15997914,24.9
B07729,60390.16095975,30.1
B07733,60390.16123568,340.6
B07738,60390.16141028,21.1
B07739,60390.16152389,20.3
B07740,60390.16164865,301.3
B07741,60390.16182552,171.3
B07742,60390.16182568,47.1
B07743,60390.16193241,43.8
B07745,60390.16216346,47.4
B07746,60390.16219952,23.5
B07747,60390.16233605,34.7
B07748,60390.16233627,60.6
B07749,60390.1623367,26.6
B07750,60390.16278457,25.2
B07751,60390.16278584,29.4
B07754,60390.16282369,33.8
B07756,60390.16284185,95.4
B07760,60390.16373391,60.4
B07762,60390.16382179,87.9
B07765,60390.1641626,35.4
B07766,60390.16416278,49.2
B07767,60390.16432996,42.2
B07770,60390.16438943,45.8
B07771,60390.16470365,256.6
B07773,60390.16477984,135.9
B07775,60390.16496107,20.8
B07778,60390.16597982,23.2
B07779,60390.16613317,123.6
B07781,60390.16627736,149.4
B07782,60390.1664726,67.9
B07784,60390.16655032,51.9
B07787,60390.1668685,63.3
B07788,60390.16695996,30.2
B07790,60390.16752638,161.8
B07799,60390.16907538,115.3
B07801,60390.16918406,52.7
B07802,60390.16923308,40.2
B07803,60390.16967479,122.9
B07805,60390.16971907,25
B07810,60390.17103343,41.2
B07812,60390.17121576,24.4
B07813,60390.17137427,24.1
B07814,60390.17138216,21.4
B07820,60390.17161655,40.9
B07821,60390.17159054,45.9
B07822,60390.17159134,54.8
B07823,60390.17159161,170.5
B07828,60390.17207995,51.8
B07832,60396.1343171,47.2
B07836,60396.13447141,70.3
B07839,60396.13471673,36.2
B07843,60396.134989,34.7
B07845,60396.13501328,39.7
B07846,60396.13507061,26.9
B07847,60396.13517379,30.7
B07849,60396.13522284,48.7
B07853,60396.13551288,52.9
B07855,60396.13553181,35.6
B07856,60396.13559494,22.3
B07864,60396.13652169,47.6
B07866,60396.13660364,22.4
B07868,60396.13691988,66.4
B07871,60396.13694733,20.1
B07872,60396.13712576,30.1
B07874,60396.13725823,62.1
B07875,60396.13726912,38
B07877,60396.13732257,87.8
B07878,60396.13742343,60.2
B07889,60396.13836057,27.4
B07893,60396.13848083,38.2
B07894,60396.13848022,26.8
B07897,60396.13857515,43
B07900,60396.13887839,28.9
B07903,60396.1390142,47.9
B07905,60396.1389793,78.8
B07907,60396.13899904,23.8
B07908,60396.13916368,20.1
B07911,60396.1395681,20.9
B07916,60396.13968934,20.3
B07921,60396.14005042,39.7
B07922,60396.14003504,517.1
B07923,60396.14004159,29.9
B07925,60396.14004147,39.7
B07928,60396.14039665,80.5
B07929,60396.14039998,25.6
B07931,60396.14076043,99.1
B07933,60396.14090197,71.7
B07935,60396.1410066,27
B07936,60396.14115562,24.5
B07938,60396.14133749,54.6
B07940,60396.14144856,126.9
B07946,60396.14183917,43.5
B07951,60396.1419694,25
B07952,60396.14196952,79.5
B07959,60396.14245804,24.4
B07961,60396.1425593,73.9
B07962,60396.14255962,36.2
B07963,60396.14277328,31.9
B07967,60396.1430337,43.1
B07971,60396.1432116,27.8
B07972,60396.14329564,23.6
B07974,60396.14348604,150.3
B07975,60396.14348631,116.2
B07976,60396.1434867,58.3
B07981,60396.14370286,85.6
B07991,60396.14407804,69.9
B07992,60396.14456159,28.7
B07994,60396.14468207,36.2
B07995,60396.14483892,28.7
B07996,60396.14484524,47.8
B07997,60396.14490326,56.5
